spell_id	name	description_source	description
29722	Incinerate	api	Draws fire toward the enemy, dealing 1,668 Fire damage.\n\nGenerates 2 Soul Shard Fragments and an additional 1 on critical strikes.
29725	Sudden Death	api	Your attacks have a chance to make your next Execute cost no Rage, be usable on any target regardless of their health, and deal damage as if you spent 40 Rage.
29838	Second Wind	api	Restores 6% health every 1 sec when you have not taken damage for 5 sec.\n\nRestores 2% health every 1 sec while you are below 35% health. The amount restored increases the closer you are to death.
29893	Create Soulwell	api	Creates a Soulwell for 2 min. Party and raid members can use the Soulwell to acquire a Healthstone.
30146	Summon Felguard	api	Summons a Felguard under your command as a powerful melee combatant.
30283	Shadowfury	api	Stuns all enemies within 8 yds for 3 sec.
30449	Spellsteal	api	Steals a beneficial magic effect from the target. This effect lasts a maximum of 2 min.
30451	Arcane Blast	api	Blasts the target with energy, dealing 504 Arcane damage.\n\nEach Arcane Charge increases damage by 84% and mana cost by 100%, and reduces cast time by 8%.\n\nGenerates 1 Arcane Charge.
30455	Ice Lance	api	Quickly fling a shard of ice at the target, dealing 751 Frost damage.\n\nShatters 4 stacks of Freezing.
30884	Nature's Guardian	api	When your health is brought below 35%, you instantly heal for 40% of your maximum health. Cannot occur more than once every 45 sec.
31224	Cloak of Shadows	api	Provides a moment of magic immunity, instantly removing all harmful spell effects. The cloak lingers, causing you to resist harmful spells for 5 sec.
31230	Cheat Death	api	Fatal attacks instead reduce you to 7% of your maximum health. For 3 sec afterward, you take 85% reduced damage. Cannot trigger more often than once per 6 min.
31661	Dragon's Breath	api	Enemies in a 12 yd cone in front of you take 274 Fire damage and are disoriented for 4 sec. Damage will cancel the effect.
31687	Summon Water Elemental	api	Summons a Water Elemental to follow and fight for you.
31821	Aura Mastery	api	Empowers your chosen aura for 8 sec.\n\nDevotion Aura: Damage reduction increased to 12%.\n\nCrusader Aura: Mount speed bonus increased to 60%.\n\nConcentration Aura: Affected allies immune to interrupts and silences.
31850	Ardent Defender	api	Reduces all damage you take by 30% for 12 sec.\n\nWhile Ardent Defender is active, the next attack that would otherwise kill you will instead bring you to 20% of your maximum health.
31884	Avenging Wrath	api	Call upon the Light to become an avatar of retribution, increasing your damage, healing, and critical strike chance by 20% for 20 sec.
31935	Avenger's Shield	api	Hurls your shield at an enemy target, dealing 53 Holy damage, interrupting and silencing the non-Player target for 3 sec, and then jumping to 2 additional nearby enemies.
32175	Stormstrike	api	Energizes both your weapons with lightning and delivers a massive blow to your target, dealing a total of 114 Physical damage.
32176	Stormstrike Off-Hand	api	Energizes both your weapons with lightning and delivers a massive blow to your target, dealing a total of 114 Physical damage.
32182	Heroism	api	Increases haste by 30% for all party and raid members for 40 sec.\n\nAllies receiving this effect will become Exhausted and unable to benefit from Heroism or Time Warp again for 10 min.
32223	Crusader Aura	api	Increases mounted speed by 20% for all party and raid members within 40 yds.
32266	Portal: Exodar	api	Creates a portal, teleporting group members that use it to Exodar.
32267	Portal: Silvermoon (Burning Crusade)	api	Creates a portal, teleporting group members that use it to Silvermoon.
32271	Teleport: Exodar	api	Teleports you to Exodar.
32272	Teleport: Silvermoon (Burning Crusade)	api	Teleports you to Silvermoon.
32375	Mass Dispel	api	Dispels magic in a 15 yard radius, removing all harmful Magic from 5 friendly targets and 1 beneficial Magic effect from 5 enemy targets. Potent enough to remove Magic that is normally undispellable.
32379	Shadow Word: Death	api	A word of dark binding that inflicts 328 Shadow damage to your target. If your target is not killed by Shadow Word: Death, you take backlash damage equal to 5% of your maximum health.\n\nDamage increased by 150% to targets below 20% health.
32645	Envenom	api	Finishing move that drives your poisoned blades in deep, dealing instant Nature damage and increasing your poison application chance by 30%. Damage and duration increased per combo point.\n\n   1 point  : 13 damage, 1 sec\n   2 points: 28 damage, 2 sec\n   3 points: 42 damage, 3 sec\n   4 points: 55 damage, 4 sec\n   5 points: 70 damage, 5 sec
33076	Prayer of Mending	api	Places a ward on an ally that heals them for 233 the next time they take damage, and then jumps to another ally within 30 yds. Jumps up to 4 times and lasts 30 sec after each jump.
33206	Pain Suppression	api	Reduces all damage taken by a friendly target by 40% for 8 sec. Castable while stunned.
33690	Teleport: Shattrath	api	Teleports you to Shattrath.
33691	Portal: Shattrath	api	Creates a portal, teleporting group members that use it to Shattrath.
33757	Windfury Weapon	api	Imbue your main-hand weapon with the element of Wind for 1 hour. Each main-hand attack has a 15% chance to trigger two extra attacks, dealing 9 Physical damage each.
33763	Lifebloom	api	Heals the target for 1,715 over 15 sec. When Lifebloom expires, is dispelled, or is refreshed near expiration the target is instantly healed for 829.\n\nMay be active on one target at a time.
33786	Cyclone	api	Tosses the enemy target into the air, disorienting them but making them invulnerable for up to 5 sec. Only one target can be affected by your Cyclone at a time.
33873	Nurturing Instinct	api	Magical damage and healing increased by 6%.
33891	Incarnation: Tree of Life	api	Shapeshift into the Tree of Life, increasing healing done by 10%, increasing armor by 120%, and granting protection from Polymorph effects. Functionality of Rejuvenation, Wild Growth, Regrowth, Entangling Roots, and Wrath is enhanced.\n\nLasts 30 sec. You may shapeshift in and out of this form for its duration.
33917	Mangle	api	Mangle the target for 70 Physical damage.\n\nGenerates 12 Rage.
34026	Kill Command	api	Give the command to kill, causing your pet to charge your target and savagely deal 72 Physical damage to the enemy.
34433	Shadowfiend	api	Shadow Word: Death has a 40% chance to summon a Shadowfiend for 5 sec when damaging targets below 20% health.\n\n Shadowfiend\nSummons a Shadowfiend to attack your target for 5 sec.\n\nGenerates 0.5% mana each time the Shadowfiend attacks.
34477	Misdirection	api	Misdirects all threat you cause to the targeted party or raid member, beginning with your next attack within 30 sec and lasting for 8 sec.
34767	Summon Thalassian Charger	api	Summons a Thalassian Charger, which serves as a mount.
34769	Summon Thalassian Warhorse	api	Summons a Thalassian Warhorse, which serves as a mount.
34861	Holy Word: Sanctify	api	Releases miraculous light at a target location, healing up to 5 allies within 10 yds for 2,243.\n\nCooldown reduced by 6 sec when you cast Prayer of Healing.
34914	Vampiric Touch	api	A touch of darkness that causes 1,987 Shadow damage over 21 sec, and heals you for 30% of damage dealt. If Vampiric Touch is dispelled, the dispeller flees in Horror for 3 sec.\n\nGenerates 4 Insanity.
35395	Crusader Strike	api	Strike the target for 49 Physical damage.\n\nGenerates 1 Holy Power.
35551	Fatal Flourish	api	Your off-hand attacks and Pistol Shots have a 25% chance to generate 8 Energy.
36554	Shadowstep	api	Step through the shadows to appear behind your target and gain 70% increased movement speed for 2 sec.
37846	Force of Nature	none	
41425	Hypothermia	db2-template	As a side-effect of exposure to intense cold, the caster cannot Ice Block or Ice Cold again for $d.
42650	Army of the Dead	api	Summons a legion of 8 empowered Lesser Ghouls that last for 15 sec to swarm your enemies.\n\nGenerates 40 Runic Power.
44425	Arcane Barrage	api	Launches bolts of arcane energy at the enemy target, causing 361 Arcane damage. \n\nFor each Arcane Charge, deals 107% additional damage.\n\nConsumes all Arcane Charges.
44448	Pyroblast Clearcasting Driver	none	
44614	Flurry	api	Unleash a flurry of ice, striking the target 3 times for a total of 1,600 Frost damage.\n\nApplies 3 stacks of Freezing.
44949	Whirlwind Off-Hand	api	Unleashes a whirlwind of steel, striking all nearby enemies for 56 Physical damage. Deals reduced damage beyond 5 targets.
45243	Focused Will	api	Melee attacks against you cause you to gain Focused Will, reducing damage you take by 15% for 8 sec, stacking up to 1 times.
45438	Ice Block	api	Encases you in a block of ice, protecting you from all attacks and damage for 10 sec, but during that time you cannot attack, move, or cast spells.\n\nCauses Hypothermia, preventing you from recasting Ice Block for 30 sec.
45524	Chains of Ice	api	Shackles the target with frozen chains, reducing movement speed by 70% for 8 sec.
46585	Raise Dead	api	Raises a ghoul to fight by your side.  You can have a maximum of one ghoul at a time. Lasts 1 min.
46968	Shockwave	api	Sends a wave of force in a frontal cone, causing 7 damage and stunning all enemies within 10 yards for 2 sec.
47476	Strangulate	api	Shadowy tendrils constrict an enemy's throat, silencing them for 4 sec.
47481	Gnaw	db2-template	Bite and tear at a target's limbs, dealing light damage and stunning for $91800d.$?s1233448[\n\n|CFFE55BB0Dark Transformation: Strike an enemy with a smashing attack, dealing $<monstrousblow> Physical damage and stunning for $91797d.|R][]
47515	Divine Aegis	api	Direct critical heals create a protective shield on the target, absorbing 30% of the amount healed. Lasts 15 sec.
47528	Mind Freeze	api	Smash the target's mind with cold, interrupting spellcasting and preventing any spell in that school from being cast for 5 sec.
47540	Penance	api	Launches a volley of holy light at the target, causing 913 Holy damage to an enemy or 4,053 healing to an ally over 1.8 sec. Castable while moving.\n\nWhen you heal with Penance, everyone with your Atonement is healed for 71.
47541	Death Coil	api	Fires a blast of unholy energy at the target, causing 74 Shadow damage to an enemy or healing an Undead ally for 165 health.\n\nExtends the duration of Dread Plague and Virulent Plague by 1.5 sec.
47568	Empower Rune Weapon	api	Drain the will of your enemy to empower your rune weapon, dealing 70 Shadowfrost damage and reduced damage to enemies nearby, gaining 40 Runic Power, and grants you Killing Machine.
47585	Dispersion	api	Disperse into pure shadow energy, reducing all damage taken by 75% for 6 sec and healing you for 25% of your maximum health over its duration, but you are unable to attack or cast spells.\n\nIncreases movement speed by 50% and makes you immune to all movement impairing effects.\n\nCastable while stunned, feared, or silenced.
47788	Guardian Spirit	api	Calls upon a guardian spirit to watch over the friendly target for 10 sec, increasing healing received by 60%. If the target would die, the Spirit sacrifices itself and restores the target to 40% health.\n\nCastable while stunned. Cannot save the target from massive damage.
48020	Demonic Circle: Teleport	db2-plain	Teleports you to your Demonic Circle and removes all movement slowing effects.
48181	Haunt	api	A ghostly soul haunts a single target, dealing 2,704 Shadow damage and increasing your damage dealt to the target by 12% for 18 sec.\n\n If the target dies, Haunt's cooldown is reset.
